state_abbreviation,PUMA,Citizens,PopPerSqMile,SimpleAge,Sex,CollegeGrad,Race5,AvgIncome
GA,1001,154,2845.6,EqualOrOver,Male,NonGrad,R5_Latinx,19648
GA,1001,210,2845.6,EqualOrOver,Male,NonGrad,R5_Asian,48437
GA,1001,2838,2845.6,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,69894
GA,1001,200,2845.6,EqualOrOver,Male,Grad,R5_Other,48134
GA,1001,1003,2845.6,EqualOrOver,Male,Grad,R5_Black,68546
GA,1001,455,2845.6,EqualOrOver,Male,Grad,R5_Latinx,87918
GA,1001,608,2845.6,EqualOrOver,Male,Grad,R5_Asian,176851
GA,1001,14891,2845.6,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,205300
GA,1002,59,2580.5,Under,Female,NonGrad,R5_Other,16142
GA,1002,755,2580.5,Under,Female,NonGrad,R5_Black,19310
GA,1002,48,2580.5,Under,Female,NonGrad,R5_Latinx,13000
GA,1002,1359,2580.5,Under,Female,NonGrad,R5_Asian,1248
GA,1002,2162,2580.5,Under,Female,NonGrad,R5_WhiteNonLatinx,19060
GA,1002,580,2580.5,Under,Female,Grad,R5_Other,56888
GA,1002,605,2580.5,Under,Female,Grad,R5_Black,43734
GA,1002,545,2580.5,Under,Female,Grad,R5_Latinx,55468
GA,1002,2584,2580.5,Under,Female,Grad,R5_Asian,65136
GA,1002,4452,2580.5,Under,Female,Grad,R5_WhiteNonLatinx,34158
GA,1002,184,2580.5,Under,Male,NonGrad,R5_Other,16559
GA,1002,1457,2580.5,Under,Male,NonGrad,R5_Black,47346
GA,1002,251,2580.5,Under,Male,NonGrad,R5_Latinx,48994
GA,1002,474,2580.5,Under,Male,NonGrad,R5_Asian,37119
GA,1002,2739,2580.5,Under,Male,NonGrad,R5_WhiteNonLatinx,29566
GA,1002,639,2580.5,Under,Male,Grad,R5_Other,68990
GA,1002,767,2580.5,Under,Male,Grad,R5_Black,60074
GA,1002,1228,2580.5,Under,Male,Grad,R5_Asian,104223
GA,1002,4860,2580.5,Under,Male,Grad,R5_WhiteNonLatinx,67143
GA,1002,198,2580.5,EqualOrOver,Female,NonGrad,R5_Other,174442
GA,1002,993,2580.5,EqualOrOver,Female,NonGrad,R5_Black,33042
GA,1002,107,2580.5,EqualOrOver,Female,NonGrad,R5_Latinx,24423
GA,1002,1237,2580.5,EqualOrOver,Female,NonGrad,R5_Asian,23389
GA,1002,5210,2580.5,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,26253
GA,1002,1010,2580.5,EqualOrOver,Female,Grad,R5_Black,76791
GA,1002,721,2580.5,EqualOrOver,Female,Grad,R5_Latinx,18238
GA,1002,3549,2580.5,EqualOrOver,Female,Grad,R5_Asian,64967
GA,1002,10488,2580.5,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,61251
GA,1002,289,2580.5,EqualOrOver,Male,NonGrad,R5_Black,39760
GA,1002,51,2580.5,EqualOrOver,Male,NonGrad,R5_Latinx,0
GA,1002,831,2580.5,EqualOrOver,Male,NonGrad,R5_Asian,68167
GA,1002,3769,2580.5,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,86276
GA,1002,189,2580.5,EqualOrOver,Male,Grad,R5_Other,61539
GA,1002,753,2580.5,EqualOrOver,Male,Grad,R5_Black,103931
GA,1002,374,2580.5,EqualOrOver,Male,Grad,R5_Latinx,86979
GA,1002,3323,2580.5,EqualOrOver,Male,Grad,R5_Asian,114599
GA,1002,12642,2580.5,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,157502
GA,1003,365,1835.0,Under,Female,NonGrad,R5_Other,26559
GA,1003,9845,1835.0,Under,Female,NonGrad,R5_Black,19329
GA,1003,100,1835.0,Under,Female,NonGrad,R5_Latinx,3802
GA,1003,937,1835.0,Under,Female,NonGrad,R5_WhiteNonLatinx,18117
GA,1003,515,1835.0,Under,Female,Grad,R5_Other,12144
GA,1003,8793,1835.0,Under,Female,Grad,R5_Black,50782
GA,1003,72,1835.0,Under,Female,Grad,R5_Latinx,3800
GA,1003,95,1835.0,Under,Female,Grad,R5_Asian,55256
GA,1003,898,1835.0,Under,Female,Grad,R5_WhiteNonLatinx,18667
GA,1003,90,1835.0,Under,Male,NonGrad,R5_Other,17672
GA,1003,10720,1835.0,Under,Male,NonGrad,R5_Black,24109
GA,1003,232,1835.0,Under,Male,NonGrad,R5_Latinx,39465
GA,1003,957,1835.0,Under,Male,NonGrad,R5_WhiteNonLatinx,29234
GA,1003,221,1835.0,Under,Male,Grad,R5_Other,6941
GA,1003,3909,1835.0,Under,Male,Grad,R5_Black,41060
GA,1003,76,1835.0,Under,Male,Grad,R5_Latinx,39000
GA,1003,0,1835.0,Under,Male,Grad,R5_Asian,61421
GA,1003,730,1835.0,Under,Male,Grad,R5_WhiteNonLatinx,47486
GA,1003,254,1835.0,EqualOrOver,Female,NonGrad,R5_Other,16517
GA,1003,15870,1835.0,EqualOrOver,Female,NonGrad,R5_Black,21813
GA,1003,92,1835.0,EqualOrOver,Female,NonGrad,R5_Latinx,58700
GA,1003,987,1835.0,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,17192
GA,1003,480,1835.0,EqualOrOver,Female,Grad,R5_Other,143565
GA,1003,8414,1835.0,EqualOrOver,Female,Grad,R5_Black,51733
GA,1003,301,1835.0,EqualOrOver,Female,Grad,R5_Latinx,73264
GA,1003,196,1835.0,EqualOrOver,Female,Grad,R5_Asian,2743
GA,1003,530,1835.0,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,38970
GA,1003,324,1835.0,EqualOrOver,Male,NonGrad,R5_Other,46044
GA,1003,11800,1835.0,EqualOrOver,Male,NonGrad,R5_Black,40997
GA,1003,174,1835.0,EqualOrOver,Male,NonGrad,R5_Asian,25000
GA,1003,944,1835.0,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,29467
GA,1003,22,1835.0,EqualOrOver,Male,Grad,R5_Other,11700
GA,1003,4320,1835.0,EqualOrOver,Male,Grad,R5_Black,96368
GA,1003,63,1835.0,EqualOrOver,Male,Grad,R5_Latinx,97400
GA,1003,68,1835.0,EqualOrOver,Male,Grad,R5_Asian,169300
GA,1003,1101,1835.0,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,108783
GA,1004,470,958.9,Under,Female,NonGrad,R5_Other,7669
GA,1004,9055,958.9,Under,Female,NonGrad,R5_Black,27273
GA,1004,546,958.9,Under,Female,NonGrad,R5_WhiteNonLatinx,18169
GA,1004,15415,958.9,Under,Female,Grad,R5_Black,40031
GA,1004,204,958.9,Under,Female,Grad,R5_Latinx,35000
GA,1004,1068,958.9,Under,Female,Grad,R5_WhiteNonLatinx,41132
GA,1004,177,958.9,Under,Male,NonGrad,R5_Other,28560
GA,1004,13863,958.9,Under,Male,NonGrad,R5_Black,26721
GA,1004,119,958.9,Under,Male,NonGrad,R5_Latinx,0
GA,1004,65,958.9,Under,Male,NonGrad,R5_WhiteNonLatinx,23252
GA,1004,7219,958.9,Under,Male,Grad,R5_Black,38032
GA,1004,484,958.9,Under,Male,Grad,R5_WhiteNonLatinx,56673
GA,1004,159,958.9,EqualOrOver,Female,NonGrad,R5_Other,26300
GA,1004,14763,958.9,EqualOrOver,Female,NonGrad,R5_Black,26330
GA,1004,101,958.9,EqualOrOver,Female,NonGrad,R5_Latinx,105000
GA,1004,2809,958.9,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,21581
GA,1004,160,958.9,EqualOrOver,Female,Grad,R5_Other,90000
GA,1004,8674,958.9,EqualOrOver,Female,Grad,R5_Black,61965
GA,1004,1164,958.9,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,44707
GA,1004,124,958.9,EqualOrOver,Male,NonGrad,R5_Other,180000
GA,1004,12465,958.9,EqualOrOver,Male,NonGrad,R5_Black,36484
GA,1004,2014,958.9,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,22222
GA,1004,1572,958.9,EqualOrOver,Male,Grad,R5_Other,36737
GA,1004,2509,958.9,EqualOrOver,Male,Grad,R5_Black,61251
GA,1004,866,958.9,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,67142
GA,1005,205,2021.0,Under,Female,NonGrad,R5_Other,20412
GA,1005,931,2021.0,Under,Female,NonGrad,R5_Black,17858
GA,1005,122,2021.0,Under,Female,NonGrad,R5_Latinx,8981
GA,1005,2919,2021.0,Under,Female,NonGrad,R5_WhiteNonLatinx,17700
GA,1005,289,2021.0,Under,Female,Grad,R5_Other,31375
GA,1005,2149,2021.0,Under,Female,Grad,R5_Black,48220
GA,1005,846,2021.0,Under,Female,Grad,R5_Latinx,29185
GA,1005,1193,2021.0,Under,Female,Grad,R5_Asian,17235
GA,1005,12578,2021.0,Under,Female,Grad,R5_WhiteNonLatinx,53140
GA,1005,720,2021.0,Under,Male,NonGrad,R5_Other,77283
GA,1005,1745,2021.0,Under,Male,NonGrad,R5_Black,21377
GA,1005,1277,2021.0,Under,Male,NonGrad,R5_Latinx,14496
GA,1005,272,2021.0,Under,Male,NonGrad,R5_Asian,29104
GA,1005,5037,2021.0,Under,Male,NonGrad,R5_WhiteNonLatinx,40378
GA,1005,97,2021.0,Under,Male,Grad,R5_Other,72243
GA,1005,1608,2021.0,Under,Male,Grad,R5_Black,33668
GA,1005,1020,2021.0,Under,Male,Grad,R5_Latinx,27098
GA,1005,1265,2021.0,Under,Male,Grad,R5_Asian,77871
GA,1005,9033,2021.0,Under,Male,Grad,R5_WhiteNonLatinx,112438
GA,1005,231,2021.0,EqualOrOver,Female,NonGrad,R5_Other,39943
GA,1005,2018,2021.0,EqualOrOver,Female,NonGrad,R5_Black,19605
GA,1005,118,2021.0,EqualOrOver,Female,NonGrad,R5_Latinx,7953
GA,1005,275,2021.0,EqualOrOver,Female,NonGrad,R5_Asian,25375
GA,1005,11422,2021.0,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,40702
GA,1005,109,2021.0,EqualOrOver,Female,Grad,R5_Other,11300
GA,1005,1967,2021.0,EqualOrOver,Female,Grad,R5_Black,64327
GA,1005,617,2021.0,EqualOrOver,Female,Grad,R5_Latinx,53661
GA,1005,1106,2021.0,EqualOrOver,Female,Grad,R5_Asian,93524
GA,1005,16528,2021.0,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,61062
GA,1005,331,2021.0,EqualOrOver,Male,NonGrad,R5_Other,93710
GA,1005,2287,2021.0,EqualOrOver,Male,NonGrad,R5_Black,32005
GA,1005,166,2021.0,EqualOrOver,Male,NonGrad,R5_Latinx,24400
GA,1005,42,2021.0,EqualOrOver,Male,NonGrad,R5_Asian,25148
GA,1005,6060,2021.0,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,65653
GA,1005,1730,2021.0,EqualOrOver,Male,Grad,R5_Black,106909
GA,1005,1084,2021.0,EqualOrOver,Male,Grad,R5_Latinx,120893
GA,1005,2286,2021.0,EqualOrOver,Male,Grad,R5_Asian,125542
GA,1005,17804,2021.0,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,174161
GA,1006,421,4030.9,Under,Female,NonGrad,R5_Other,13040
GA,1006,1227,4030.9,Under,Female,NonGrad,R5_Black,17783
GA,1006,213,4030.9,Under,Female,NonGrad,R5_Latinx,27451
GA,1006,1987,4030.9,Under,Female,NonGrad,R5_WhiteNonLatinx,17744
GA,1006,790,4030.9,Under,Female,Grad,R5_Other,20141
GA,1006,5856,4030.9,Under,Female,Grad,R5_Black,28401
GA,1006,609,4030.9,Under,Female,Grad,R5_Latinx,31995
GA,1006,2137,4030.9,Under,Female,Grad,R5_Asian,74136
GA,1006,18500,4030.9,Under,Female,Grad,R5_WhiteNonLatinx,72328
GA,1006,553,4030.9,Under,Male,NonGrad,R5_Other,26170
GA,1006,2314,4030.9,Under,Male,NonGrad,R5_Black,44860
GA,1006,121,4030.9,Under,Male,NonGrad,R5_Asian,57075
GA,1006,3648,4030.9,Under,Male,NonGrad,R5_WhiteNonLatinx,50574
GA,1006,883,4030.9,Under,Male,Grad,R5_Other,84128
GA,1006,3509,4030.9,Under,Male,Grad,R5_Black,78123
GA,1006,435,4030.9,Under,Male,Grad,R5_Latinx,63732
GA,1006,1757,4030.9,Under,Male,Grad,R5_Asian,37940
GA,1006,18769,4030.9,Under,Male,Grad,R5_WhiteNonLatinx,89276
GA,1006,0,4030.9,EqualOrOver,Female,NonGrad,R5_Other,20000
GA,1006,1809,4030.9,EqualOrOver,Female,NonGrad,R5_Black,14414
GA,1006,237,4030.9,EqualOrOver,Female,NonGrad,R5_Asian,0
GA,1006,3478,4030.9,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,50673
GA,1006,81,4030.9,EqualOrOver,Female,Grad,R5_Other,0
GA,1006,1356,4030.9,EqualOrOver,Female,Grad,R5_Black,74724
GA,1006,226,4030.9,EqualOrOver,Female,Grad,R5_Latinx,51726
GA,1006,78,4030.9,EqualOrOver,Female,Grad,R5_Asian,109015
GA,1006,11662,4030.9,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,83075
GA,1006,65,4030.9,EqualOrOver,Male,NonGrad,R5_Other,65000
GA,1006,1979,4030.9,EqualOrOver,Male,NonGrad,R5_Black,15946
GA,1006,239,4030.9,EqualOrOver,Male,NonGrad,R5_Latinx,96782
GA,1006,234,4030.9,EqualOrOver,Male,NonGrad,R5_Asian,186530
GA,1006,3414,4030.9,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,90425
GA,1006,1106,4030.9,EqualOrOver,Male,Grad,R5_Black,87327
GA,1006,436,4030.9,EqualOrOver,Male,Grad,R5_Latinx,344929
GA,1006,65,4030.9,EqualOrOver,Male,Grad,R5_Asian,138206
GA,1006,13180,4030.9,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,187000
GA,1007,205,5661.2,Under,Female,NonGrad,R5_Other,20940
GA,1007,7139,5661.2,Under,Female,NonGrad,R5_Black,16691
GA,1007,115,5661.2,Under,Female,NonGrad,R5_Latinx,15520
GA,1007,0,5661.2,Under,Female,NonGrad,R5_Asian,7476
GA,1007,1706,5661.2,Under,Female,NonGrad,R5_WhiteNonLatinx,22217
GA,1007,893,5661.2,Under,Female,Grad,R5_Other,35238
GA,1007,6283,5661.2,Under,Female,Grad,R5_Black,30521
GA,1007,1008,5661.2,Under,Female,Grad,R5_Latinx,50089
GA,1007,1331,5661.2,Under,Female,Grad,R5_Asian,37928
GA,1007,18178,5661.2,Under,Female,Grad,R5_WhiteNonLatinx,73191
GA,1007,514,5661.2,Under,Male,NonGrad,R5_Other,28946
GA,1007,4745,5661.2,Under,Male,NonGrad,R5_Black,32051
GA,1007,352,5661.2,Under,Male,NonGrad,R5_Latinx,65054
GA,1007,3197,5661.2,Under,Male,NonGrad,R5_WhiteNonLatinx,55776
GA,1007,1376,5661.2,Under,Male,Grad,R5_Other,62712
GA,1007,4578,5661.2,Under,Male,Grad,R5_Black,52952
GA,1007,1169,5661.2,Under,Male,Grad,R5_Latinx,39854
GA,1007,1304,5661.2,Under,Male,Grad,R5_Asian,51531
GA,1007,18218,5661.2,Under,Male,Grad,R5_WhiteNonLatinx,91390
GA,1007,511,5661.2,EqualOrOver,Female,NonGrad,R5_Other,29190
GA,1007,8069,5661.2,EqualOrOver,Female,NonGrad,R5_Black,23297
GA,1007,60,5661.2,EqualOrOver,Female,NonGrad,R5_Latinx,6000
GA,1007,227,5661.2,EqualOrOver,Female,NonGrad,R5_Asian,30612
GA,1007,2137,5661.2,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,42572
GA,1007,2418,5661.2,EqualOrOver,Female,Grad,R5_Black,58439
GA,1007,506,5661.2,EqualOrOver,Female,Grad,R5_Latinx,83159
GA,1007,65,5661.2,EqualOrOver,Female,Grad,R5_Asian,75599
GA,1007,6258,5661.2,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,89502
GA,1007,510,5661.2,EqualOrOver,Male,NonGrad,R5_Other,21473
GA,1007,6880,5661.2,EqualOrOver,Male,NonGrad,R5_Black,29857
GA,1007,154,5661.2,EqualOrOver,Male,NonGrad,R5_Latinx,32605
GA,1007,170,5661.2,EqualOrOver,Male,NonGrad,R5_Asian,61000
GA,1007,2568,5661.2,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,35739
GA,1007,361,5661.2,EqualOrOver,Male,Grad,R5_Other,71965
GA,1007,1626,5661.2,EqualOrOver,Male,Grad,R5_Black,121081
GA,1007,189,5661.2,EqualOrOver,Male,Grad,R5_Latinx,419841
GA,1007,73,5661.2,EqualOrOver,Male,Grad,R5_Asian,390260
GA,1007,9265,5661.2,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,135773
GA,1008,174,1830.6,Under,Female,NonGrad,R5_Other,5700
GA,1008,10015,1830.6,Under,Female,NonGrad,R5_Black,23077
GA,1008,118,1830.6,Under,Female,NonGrad,R5_Latinx,8157
GA,1008,790,1830.6,Under,Female,NonGrad,R5_WhiteNonLatinx,5587
GA,1008,414,1830.6,Under,Female,Grad,R5_Other,90259
GA,1008,9524,1830.6,Under,Female,Grad,R5_Black,35229
GA,1008,197,1830.6,Under,Female,Grad,R5_Latinx,38796
GA,1008,0,1830.6,Under,Female,Grad,R5_Asian,-2000
GA,1008,632,1830.6,Under,Female,Grad,R5_WhiteNonLatinx,81934
GA,1008,214,1830.6,Under,Male,NonGrad,R5_Other,47850
GA,1008,11411,1830.6,Under,Male,NonGrad,R5_Black,24859
GA,1008,50,1830.6,Under,Male,NonGrad,R5_Latinx,13000
GA,1008,966,1830.6,Under,Male,NonGrad,R5_WhiteNonLatinx,42563
GA,1008,57,1830.6,Under,Male,Grad,R5_Other,0
GA,1008,4661,1830.6,Under,Male,Grad,R5_Black,43974
GA,1008,148,1830.6,Under,Male,Grad,R5_Latinx,70536
GA,1008,70,1830.6,Under,Male,Grad,R5_Asian,120000
GA,1008,972,1830.6,Under,Male,Grad,R5_WhiteNonLatinx,41949
GA,1008,256,1830.6,EqualOrOver,Female,NonGrad,R5_Other,19312
GA,1008,19274,1830.6,EqualOrOver,Female,NonGrad,R5_Black,32385
GA,1008,69,1830.6,EqualOrOver,Female,NonGrad,R5_Latinx,11200
GA,1008,150,1830.6,EqualOrOver,Female,NonGrad,R5_Asian,0
GA,1008,914,1830.6,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,20662
GA,1008,481,1830.6,EqualOrOver,Female,Grad,R5_Other,43959
GA,1008,8788,1830.6,EqualOrOver,Female,Grad,R5_Black,49400
GA,1008,169,1830.6,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,68385
GA,1008,52,1830.6,EqualOrOver,Male,NonGrad,R5_Other,38000
GA,1008,13337,1830.6,EqualOrOver,Male,NonGrad,R5_Black,37302
GA,1008,99,1830.6,EqualOrOver,Male,NonGrad,R5_Latinx,10000
GA,1008,930,1830.6,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,23745
GA,1008,208,1830.6,EqualOrOver,Male,Grad,R5_Other,41154
GA,1008,5555,1830.6,EqualOrOver,Male,Grad,R5_Black,57805
GA,1008,62,1830.6,EqualOrOver,Male,Grad,R5_Latinx,49431
GA,1008,456,1830.6,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,61983
GA,1100,8,53.0,Under,Female,NonGrad,R5_Other,4606
GA,1100,6328,53.0,Under,Female,NonGrad,R5_Black,14894
GA,1100,61,53.0,Under,Female,NonGrad,R5_Latinx,16468
GA,1100,506,53.0,Under,Female,NonGrad,R5_Asian,21035
GA,1100,4935,53.0,Under,Female,NonGrad,R5_WhiteNonLatinx,18181
GA,1100,1590,53.0,Under,Female,Grad,R5_Black,23251
GA,1100,0,53.0,Under,Female,Grad,R5_Asian,20000
GA,1100,3246,53.0,Under,Female,Grad,R5_WhiteNonLatinx,38067
GA,1100,1099,53.0,Under,Male,NonGrad,R5_Other,15085
GA,1100,8468,53.0,Under,Male,NonGrad,R5_Black,34330
GA,1100,90,53.0,Under,Male,NonGrad,R5_Latinx,6817
GA,1100,0,53.0,Under,Male,NonGrad,R5_Asian,13000
GA,1100,6914,53.0,Under,Male,NonGrad,R5_WhiteNonLatinx,19723
GA,1100,72,53.0,Under,Male,Grad,R5_Other,18000
GA,1100,597,53.0,Under,Male,Grad,R5_Black,22265
GA,1100,1993,53.0,Under,Male,Grad,R5_WhiteNonLatinx,53752
GA,1100,139,53.0,EqualOrOver,Female,NonGrad,R5_Other,20424
GA,1100,9199,53.0,EqualOrOver,Female,NonGrad,R5_Black,17689
GA,1100,179,53.0,EqualOrOver,Female,NonGrad,R5_Latinx,27205
GA,1100,0,53.0,EqualOrOver,Female,NonGrad,R5_Asian,24000
GA,1100,12848,53.0,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,17616
GA,1100,1005,53.0,EqualOrOver,Female,Grad,R5_Black,42596
GA,1100,154,53.0,EqualOrOver,Female,Grad,R5_Asian,24016
GA,1100,3104,53.0,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,44770
GA,1100,116,53.0,EqualOrOver,Male,NonGrad,R5_Other,9654
GA,1100,7259,53.0,EqualOrOver,Male,NonGrad,R5_Black,21665
GA,1100,0,53.0,EqualOrOver,Male,NonGrad,R5_Latinx,43000
GA,1100,78,53.0,EqualOrOver,Male,NonGrad,R5_Asian,23128
GA,1100,11860,53.0,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,41246
GA,1100,276,53.0,EqualOrOver,Male,Grad,R5_Other,92210
GA,1100,394,53.0,EqualOrOver,Male,Grad,R5_Black,50701
GA,1100,25,53.0,EqualOrOver,Male,Grad,R5_Asian,20000
GA,1100,2510,53.0,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,56220
GA,1200,1135,71.7,Under,Female,NonGrad,R5_Other,7003
GA,1200,4902,71.7,Under,Female,NonGrad,R5_Black,18817
GA,1200,209,71.7,Under,Female,NonGrad,R5_Latinx,8405
GA,1200,64,71.7,Under,Female,NonGrad,R5_Asian,22172
GA,1200,10786,71.7,Under,Female,NonGrad,R5_WhiteNonLatinx,16932
GA,1200,1930,71.7,Under,Female,Grad,R5_Black,26666
GA,1200,34,71.7,Under,Female,Grad,R5_Latinx,28000
GA,1200,85,71.7,Under,Female,Grad,R5_Asian,106000
GA,1200,4530,71.7,Under,Female,Grad,R5_WhiteNonLatinx,29695
GA,1200,1698,71.7,Under,Male,NonGrad,R5_Other,14899
GA,1200,10656,71.7,Under,Male,NonGrad,R5_Black,22248
GA,1200,921,71.7,Under,Male,NonGrad,R5_Latinx,27753
GA,1200,153,71.7,Under,Male,NonGrad,R5_Asian,0
GA,1200,13807,71.7,Under,Male,NonGrad,R5_WhiteNonLatinx,31275
GA,1200,108,71.7,Under,Male,Grad,R5_Other,763
GA,1200,720,71.7,Under,Male,Grad,R5_Black,8858
GA,1200,26,71.7,Under,Male,Grad,R5_Latinx,5000
GA,1200,23,71.7,Under,Male,Grad,R5_Asian,80000
GA,1200,2768,71.7,Under,Male,Grad,R5_WhiteNonLatinx,74689
GA,1200,135,71.7,EqualOrOver,Female,NonGrad,R5_Other,9524
GA,1200,5885,71.7,EqualOrOver,Female,NonGrad,R5_Black,18010
GA,1200,25,71.7,EqualOrOver,Female,NonGrad,R5_Latinx,16216
GA,1200,143,71.7,EqualOrOver,Female,NonGrad,R5_Asian,18822
GA,1200,21173,71.7,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,19065
GA,1200,919,71.7,EqualOrOver,Female,Grad,R5_Black,34592
GA,1200,24,71.7,EqualOrOver,Female,Grad,R5_Asian,0
GA,1200,3364,71.7,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,42491
GA,1200,102,71.7,EqualOrOver,Male,NonGrad,R5_Other,8630
GA,1200,6054,71.7,EqualOrOver,Male,NonGrad,R5_Black,17967
GA,1200,161,71.7,EqualOrOver,Male,NonGrad,R5_Latinx,64
GA,1200,16,71.7,EqualOrOver,Male,NonGrad,R5_Asian,35000
GA,1200,19350,71.7,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,42847
GA,1200,45,71.7,EqualOrOver,Male,Grad,R5_Other,86000
GA,1200,219,71.7,EqualOrOver,Male,Grad,R5_Black,97000
GA,1200,113,71.7,EqualOrOver,Male,Grad,R5_Asian,237920
GA,1200,3531,71.7,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,65865
GA,1300,508,63.7,Under,Female,NonGrad,R5_Other,4155
GA,1300,6345,63.7,Under,Female,NonGrad,R5_Black,13904
GA,1300,824,63.7,Under,Female,NonGrad,R5_Latinx,21975
GA,1300,8616,63.7,Under,Female,NonGrad,R5_WhiteNonLatinx,16897
GA,1300,2217,63.7,Under,Female,Grad,R5_Black,13989
GA,1300,40,63.7,Under,Female,Grad,R5_Latinx,2900
GA,1300,4905,63.7,Under,Female,Grad,R5_WhiteNonLatinx,27415
GA,1300,735,63.7,Under,Male,NonGrad,R5_Other,26685
GA,1300,7073,63.7,Under,Male,NonGrad,R5_Black,11184
GA,1300,12297,63.7,Under,Male,NonGrad,R5_WhiteNonLatinx,26591
GA,1300,292,63.7,Under,Male,Grad,R5_Other,38300
GA,1300,386,63.7,Under,Male,Grad,R5_Black,53199
GA,1300,0,63.7,Under,Male,Grad,R5_Latinx,9000
GA,1300,2145,63.7,Under,Male,Grad,R5_WhiteNonLatinx,27225
GA,1300,141,63.7,EqualOrOver,Female,NonGrad,R5_Other,7404
GA,1300,9195,63.7,EqualOrOver,Female,NonGrad,R5_Black,14002
GA,1300,19073,63.7,EqualOrOver,Female,NonGrad,R5_WhiteNonLatinx,17448
GA,1300,112,63.7,EqualOrOver,Female,Grad,R5_Other,45500
GA,1300,1017,63.7,EqualOrOver,Female,Grad,R5_Black,55534
GA,1300,203,63.7,EqualOrOver,Female,Grad,R5_Latinx,75704
GA,1300,63,63.7,EqualOrOver,Female,Grad,R5_Asian,37000
GA,1300,2542,63.7,EqualOrOver,Female,Grad,R5_WhiteNonLatinx,49204
GA,1300,116,63.7,EqualOrOver,Male,NonGrad,R5_Other,12422
GA,1300,8566,63.7,EqualOrOver,Male,NonGrad,R5_Black,18666
GA,1300,30,63.7,EqualOrOver,Male,NonGrad,R5_Latinx,63316
GA,1300,16376,63.7,EqualOrOver,Male,NonGrad,R5_WhiteNonLatinx,32574
GA,1300,13,63.7,EqualOrOver,Male,Grad,R5_Other,22100
GA,1300,648,63.7,EqualOrOver,Male,Grad,R5_Black,65034
GA,1300,211,63.7,EqualOrOver,Male,Grad,R5_Latinx,74800
GA,1300,52,63.7,EqualOrOver,Male,Grad,R5_Asian,40300
GA,1300,3090,63.7,EqualOrOver,Male,Grad,R5_WhiteNonLatinx,61856
GA,1400,649,1079.4,Under,Female,NonGrad,R5_Other,20104
GA,1400,11698,1079.4,Under,Female,NonGrad,R5_Black,15145
GA,1400,194,1079.4,Under,Female,NonGrad,R5_Latinx,33340
GA,1400,4679,1079.4,Under,Female,NonGrad,R5_WhiteNonLatinx,13492
GA,1400,386,1079.4,Under,Female,Grad,R5_Other,34878
GA,1400,4974,1079.4,Under,Female,Grad,R5_Black,27650
GA,1400,888,1079.4,Under,Female,Grad,R5_Latinx,10195
GA,1400,189,1079.4,Under,Female,Grad,R5_Asian,36221
GA,1400,4605,1079.4,Under,Female,Grad,R5_WhiteNonLatinx,36371
GA,1400,489,1079.4,Under,Male,NonGrad,R5_Other,11140
GA,1400,11654,1079.4,Under,Male,NonGrad,R5_Black,21844
GA,1400,171,1079.4,Under,Male,NonGrad,R5_Latinx,16810
GA,1400,79,1079.4,Under,Male,NonGrad,R5_Asian,30204
GA,1400,6312,1079.4,Under,Male,NonGrad,R5_WhiteNonLatinx,30292
GA,1400,2758,1079.4,Under,Male,Grad,R5_Black,26116
